"protein","contrast","chisq","pvalue","logFC","adj.pvalue","organism","label","TlogFC"
"25","sp|P0A6M8|EFG_ECOLI","conditionB-conditionA",Inf,0,-2.19517150113322,0,"ECOLI","1","2"
"26","sp|P15992|HSP26_YEAST","conditionB-conditionA",Inf,0,-0.906173982350314,0,"YEAST","1","-1"
"27","sp|P0ABH7|CISY_ECOLI","conditionB-conditionA",Inf,0,-2.59187426609105,0,"ECOLI","1","2"
"28","sp|P10591|HSP71_YEAST","conditionB-conditionA",Inf,0,-0.876129974730564,0,"YEAST","1","-1"
"29","sp|P10664|RL4A_YEAST","conditionB-conditionA",Inf,0,-1.00296571795087,0,"YEAST","1","-1"
"30","sp|P31539|HS104_YEAST","conditionB-conditionA",Inf,0,0.92887836130517,0,"YEAST","1","-1"
"31","sp|P04807|HXKB_YEAST","conditionB-conditionA",Inf,0,-0.870090642788387,0,"YEAST","1","-1"
"32","sp|P77581|ASTC_ECOLI","conditionB-conditionA",Inf,0,-2.21083797005025,0,"ECOLI","1","2"
"33","sp|P15108|HSC82_YEAST","conditionB-conditionA",164.222513095774,0,-0.920331169282711,0,"YEAST","1","-1"
"34","sp|P23248|RS3A2_YEAST","conditionB-conditionA",Inf,0,1.02676152965781,0,"YEAST","1","-1"
"35","sp|P19414|ACON_YEAST;sp|P39533|ACON2_YEAST","conditionB-conditionA",Inf,0,0.895243621402862,0,"YEAST","1","-1"
"36","sp|P61889|MDH_ECOLI","conditionB-conditionA",Inf,0,-2.49510461107211,0,"ECOLI","1","2"
"37","sp|P02994|EF1A_YEAST","conditionB-conditionA",Inf,0,-0.923978188105067,0,"YEAST","1","-1"
"38","sp|P48164|RS7B_YEAST","conditionB-conditionA",167.185745297116,0,-0.998856068848813,0,"YEAST","1","-1"
"39","sp|P26321|RL5_YEAST","conditionB-conditionA",166.517517485538,0,-0.826032018695727,0,"YEAST","1","-1"
"40","sp|P0CS90|HSP77_YEAST;sp|P39987|HSP7E_YEAST","conditionB-conditionA",Inf,0,-0.821789451348661,0,"YEAST","1","-1"
"41","sp|P12709|G6PI_YEAST","conditionB-conditionA",Inf,0,-0.900472476258553,0,"YEAST","1","-1"
"42","sp|P29453|RL8B_YEAST","conditionB-conditionA",Inf,0,1.03778018421972,0,"YEAST","1","-1"
"43","sp|P36421|SYYC_YEAST","conditionB-conditionA",155.12754996005,0,-1.20300352876177,0,"YEAST","1","-1"
"44","sp|P00330|ADH1_YEAST;sp|P00331|ADH2_YEAST;sp|P38113|ADH5_YEAST","conditionB-conditionA",94.6575626093084,0,-0.787818755726125,0,"YEAST","1","-1"
"45","sp|P11484|SSB1_YEAST","conditionB-conditionA",Inf,0,0.926756342353826,0,"YEAST","1","-1"
"46","sp|P02413|RL15_ECOLI","conditionB-conditionA",Inf,0,-2.92047852422105,0,"ECOLI","1","2"
"47","sp|Q05506|SYRC_YEAST","conditionB-conditionA",145.194723079387,0,1.18341955021075,0,"YEAST","1","-1"
"48","sp|P0A7V0|RS2_ECOLI","conditionB-conditionA",Inf,0,-3.10502873970344,0,"ECOLI","1","2"
"49","sp|P39015|STM1_YEAST","conditionB-conditionA",145.551001879324,0,0.976688366631734,0,"YEAST","1","-1"
"50","sp|P50861|RIB4_YEAST","conditionB-conditionA",138.767340549416,0,-1.18564055368988,0,"YEAST","1","-1"
"51","sp|P60010|ACT_YEAST","conditionB-conditionA",Inf,0,0.894124222236414,0,"YEAST","1","-1"
"52","sp|P05030|PMA1_YEAST;sp|P19657|PMA2_YEAST","conditionB-conditionA",94.5235570015591,0,-0.851248059730379,0,"YEAST","1","-1"
"53","sp|P25694|CDC48_YEAST","conditionB-conditionA",170.202586258539,0,0.865585217775138,0,"YEAST","1","-1"
"54","sp|P17709|HXKG_YEAST","conditionB-conditionA",Inf,0,-0.827416623398484,0,"YEAST","1","-1"
"55","sp|P34760|TSA1_YEAST;sp|Q04120|TSA2_YEAST","conditionB-conditionA",92.6407170340942,0,-0.836086911262971,0,"YEAST","1","-1"
"56","sp|P39954|SAHH_YEAST","conditionB-conditionA",159.580798046241,0,0.928521912841592,0,"YEAST","1","-1"
"57","sp|P07267|CARP_YEAST","conditionB-conditionA",Inf,0,1.06820833881981,0,"YEAST","1","-1"
"58","sp|P06169|PDC1_YEAST;sp|P26263|PDC6_YEAST;sp|Q07471|THI3_YEAST","conditionB-conditionA",92.0385814702238,0,-0.716160160513102,0,"YEAST","1","-1"
"59","sp|P37291|GLYC_YEAST","conditionB-conditionA",Inf,0,0.969419813639348,0,"YEAST","1","-1"
"60","sp|P04840|VDAC1_YEAST","conditionB-conditionA",151.960470349657,0,-0.929818710305884,0,"YEAST","1","-1"
"61","sp|P26783|RS5_YEAST","conditionB-conditionA",139.862624825257,0,-0.855794025309141,0,"YEAST","1","-1"
"62","sp|P05317|RLA0_YEAST","conditionB-conditionA",148.427388187367,0,0.82605300252591,0,"YEAST","1","-1"
"63","sp|P06168|ILV5_YEAST","conditionB-conditionA",Inf,0,1.10106628289709,0,"YEAST","1","-1"
"64","sp|P05750|RS3_YEAST","conditionB-conditionA",156.304851290069,0,-0.89702688453804,0,"YEAST","1","-1"
"65","sp|P0ACF4|DBHB_ECOLI","conditionB-conditionA",Inf,0,-2.59336280154873,0,"ECOLI","1","2"
"66","sp|P00359|G3P3_YEAST","conditionB-conditionA",136.370237725877,0,-0.724473538559721,0,"YEAST","1","-1"
"67","sp|P0AB71|ALF_ECOLI","conditionB-conditionA",Inf,0,-2.91915913124786,0,"ECOLI","1","2"
"68","sp|P16861|PFKA1_YEAST","conditionB-conditionA",157.846211706816,0,1.04498605540593,0,"YEAST","1","-1"
"69","sp|P05755|RS9B_YEAST;sp|O13516|RS9A_YEAST","conditionB-conditionA",86.7018020528814,0,0.988433414739266,0,"YEAST","1","-1"
"70","sp|P0A7V8|RS4_ECOLI","conditionB-conditionA",Inf,0,-2.03427531225281,0,"ECOLI","1","2"
"71","sp|P25443|RS2_YEAST","conditionB-conditionA",163.556562251225,0,-0.834558577369993,0,"YEAST","1","-1"
"72","sp|P0A6A8|ACP_ECOLI","conditionB-conditionA",Inf,0,1.76864472028543,0,"ECOLI","1","2"
"73","sp|P46654|RSSA2_YEAST;sp|P32905|RSSA1_YEAST","conditionB-conditionA",90.4238451504077,0,0.904679658123342,0,"YEAST","1","-1"
"74","sp|P32589|HSP7F_YEAST;sp|P32590|HSP79_YEAST","conditionB-conditionA",88.9850482834897,0,1.15505854439463,0,"YEAST","1","-1"
"75","sp|P07259|PYR1_YEAST;sp|P03965|CARB_YEAST","conditionB-conditionA",Inf,0,1.11358713265062,0,"YEAST","1","-1"
"76","sp|P0A9Q7|ADHE_ECOLI","conditionB-conditionA",Inf,0,-3.44727783151658,0,"ECOLI","1","2"
"77","sp|P39004|HXT7_YEAST","conditionB-conditionA",Inf,0,1.16727398393892,0,"YEAST","1","-1"
"78","sp|P05756|RS13_YEAST","conditionB-conditionA",144.513674202981,0,-0.696140934486854,0,"YEAST","1","-1"
"79","sp|P0CX24|RL20B_YEAST;sp|P0CX23|RL20A_YEAST","conditionB-conditionA",Inf,0,1.15960536508279,0,"YEAST","1","-1"
"80","sp|P46367|ALDH4_YEAST;sp|P40047|ALDH5_YEAST","conditionB-conditionA",79.6190243697017,0,1.0099026701488,0,"YEAST","1","-1"
"81","sp|P28241|IDH2_YEAST","conditionB-conditionA",148.67501108968,0,-0.859007382506784,0,"YEAST","1","-1"
"82","sp|P0A6F9|CH10_ECOLI","conditionB-conditionA",Inf,0,-2.19414672661219,0,"ECOLI","1","2"
"83","sp|P17967|PDI_YEAST","conditionB-conditionA",150.922721122457,0,0.998766041981963,0,"YEAST","1","-1"
"84","sp|P0AG44|RL17_ECOLI","conditionB-conditionA",Inf,0,-2.36212418296519,0,"ECOLI","1","2"
"85","sp|P0CX40|RS8B_YEAST;sp|P0CX39|RS8A_YEAST","conditionB-conditionA",Inf,0,0.884621161798288,0,"YEAST","1","-1"
"86","sp|P60723|RL4_ECOLI","conditionB-conditionA",Inf,0,-2.18911603401663,0,"ECOLI","1","2"
"87","sp|P22515|UBA1_YEAST","conditionB-conditionA",Inf,0,1.65946766396742,0,"YEAST","1","-1"
"88","sp|P14540|ALF_YEAST","conditionB-conditionA",134.154889574564,0,-0.819072386433263,0,"YEAST","1","-1"
"89","sp|P38009|PUR92_YEAST","conditionB-conditionA",Inf,0,1.0681098534284,0,"YEAST","1","-1"
"90","sp|P46655|SYEC_YEAST","conditionB-conditionA",150.122947972642,0,0.953434748639079,0,"YEAST","1","-1"
"91","sp|P0CX85|RL35B_YEAST;sp|P0CX84|RL35A_YEAST","conditionB-conditionA",84.5292496680551,0,-0.951014013052013,0,"YEAST","1","-1"
"92","sp|P02309|H4_YEAST","conditionB-conditionA",Inf,0,-0.810478253948455,0,"YEAST","1","-1"
"93","sp|P15454|KGUA_YEAST","conditionB-conditionA",131.078504584813,0,1.09062848181837,0,"YEAST","1","-1"
"94","sp|P31373|CYS3_YEAST","conditionB-conditionA",149.782011298201,0,0.994286102295282,0,"YEAST","1","-1"
"95","sp|P00942|TPIS_YEAST","conditionB-conditionA",128.136912914147,0,-0.891554548637661,0,"YEAST","1","-1"
"96","sp|P0A7L0|RL1_ECOLI","conditionB-conditionA",Inf,0,-2.79759013151512,0,"ECOLI","1","2"
"97","sp|P00817|IPYR_YEAST","conditionB-conditionA",135.088980472484,0,0.832729191237419,0,"YEAST","1","-1"
"98","sp|P38788|SSZ1_YEAST","conditionB-conditionA",Inf,0,1.12844152153677,0,"YEAST","1","-1"
"99","sp|P04456|RL25_YEAST","conditionB-conditionA",138.093888057523,0,-0.890027658354777,0,"YEAST","1","-1"
"100","sp|P07244|PUR2_YEAST","conditionB-conditionA",131.951984042873,0,0.889442986953222,0,"YEAST","1","-1"
"101","sp|P40069|IMB4_YEAST","conditionB-conditionA",118.232177100038,0,1.27876967424324,0,"YEAST","1","-1"
"102","sp|P08200|IDH_ECOLI","conditionB-conditionA",Inf,0,-2.74595078724049,0,"ECOLI","1","2"
"103","sp|P0AG67|RS1_ECOLI","conditionB-conditionA",Inf,0,-2.92662511581177,0,"ECOLI","1","2"
"104","sp|P16140|VATB_YEAST","conditionB-conditionA",Inf,0,0.980636048860251,0,"YEAST","1","-1"
"105","sp|P46990|RL17B_YEAST","conditionB-conditionA",Inf,0,-0.915929010904726,0,"YEAST","1","-1"
"106","sp|P26786|RS7A_YEAST","conditionB-conditionA",Inf,0,-0.963479816555322,0,"YEAST","1","-1"
"107","sp|P17255|VATA_YEAST","conditionB-conditionA",Inf,0,1.0633984893487,0,"YEAST","1","-1"
"108","sp|P37012|PGM2_YEAST","conditionB-conditionA",Inf,0,1.0978720447168,0,"YEAST","1","-1"
"109","sp|P32471|EF1B_YEAST","conditionB-conditionA",Inf,0,0.958604009628335,0,"YEAST","1","-1"
"110","sp|Q08745|RS10A_YEAST","conditionB-conditionA",105.863583364371,0,-0.840445308412134,0,"YEAST","1","-1"
"111","sp|P46672|ARC1_YEAST","conditionB-conditionA",137.144897771467,0,-1.14603138203351,0,"YEAST","1","-1"
"112","sp|P07281|RS19B_YEAST;sp|P07280|RS19A_YEAST","conditionB-conditionA",79.0817762756201,0,-0.831660053031323,0,"YEAST","1","-1"
"113","sp|P53141|MLC1_YEAST","conditionB-conditionA",113.145328414726,0,-1.07325703930449,0,"YEAST","1","-1"
"114","sp|Q03048|COFI_YEAST","conditionB-conditionA",143.725018323795,0,1.2842786355575,0,"YEAST","1","-1"
"115","sp|P41807|VATH_YEAST","conditionB-conditionA",116.161954512002,0,1.54218494042915,0,"YEAST","1","-1"
"116","sp|P0ACF0|DBHA_ECOLI","conditionB-conditionA",Inf,0,-2.18589951334558,0,"ECOLI","1","2"
"117","sp|P39111|VATF_YEAST","conditionB-conditionA",106.090648641747,0,-0.85004275536968,0,"YEAST","1","-1"
"118","sp|P0AC38|ASPA_ECOLI","conditionB-conditionA",Inf,0,-2.26189758322785,0,"ECOLI","1","2"
"119","sp|P07149|FAS1_YEAST","conditionB-conditionA",Inf,0,1.25625225427333,0,"YEAST","1","-1"
"120","sp|P33322|CBF5_YEAST","conditionB-conditionA",127.164625568312,0,1.7916789771193,0,"YEAST","1","-1"
"121","sp|P00924|ENO1_YEAST","conditionB-conditionA",147.00691680491,0,-0.826844987350137,0,"YEAST","1","-1"
"122","sp|P36008|EF1G2_YEAST","conditionB-conditionA",Inf,0,1.03536671992349,0,"YEAST","1","-1"
"123","sp|P09938|RIR2_YEAST","conditionB-conditionA",144.944043688546,0,0.905837308192238,0,"YEAST","1","-1"
"124","sp|P07245|C1TC_YEAST;sp|P09440|C1TM_YEAST","conditionB-conditionA",82.1296475715774,0,1.14229406643053,0,"YEAST","1","-1"
"125","sp|P38011|GBLP_YEAST","conditionB-conditionA",128.20521433424,0,-0.892374594278669,0,"YEAST","1","-1"
"126","sp|P09436|SYIC_YEAST","conditionB-conditionA",Inf,0,1.614052161576,0,"YEAST","1","-1"
"127","sp|P0CX71|YE11A_YEAST;sp|P0CX75|YL13A_YEAST;sp|Q12414|YP11B_YEAST;sp|Q12316|YG13B_YEAST;sp|P0C2I2|YD14B_YEAST;sp|P0C2J1|YP14B_YEAST;sp|P0C2I3|YD15B_YEAST;sp|P0C2I5|YL12B_YEAST;sp|P0C2I6|YL13B_YEAST;sp|P0C2I9|YP12B_YEAST;sp|Q03612|YE11B_YEAST;sp|P47098|YJ11B_YEAST;sp|Q99231|YD12B_YEAST;sp|Q92393|YO12B_YEAST;sp|P0C2I4|YH11A_YEAST;sp|Q07793|YD13B_YEAST;sp|Q12269|YG12B_YEAST;sp|P47100|YJ12B_YEAST;sp|Q12141|YG11B_YEAST;sp|Q12088|YL11B_YEAST;sp|Q04711|YM11B_YEAST;sp|Q04670|YM14B_YEAST;sp|Q03855|YD11B_YEAST;sp|Q03619|YE12B_YEAST;sp|Q03434|YM12B_YEAST;sp|P0C2J0|YP13B_YEAST;sp|Q12193|YB12B_YEAST;sp|P0CX74|YJ11A_YEAST;sp|O13535|YH11B_YEAST;sp|P0CX65|YD14A_YEAST;sp|P0CX66|YE12A_YEAST;sp|P0CX67|YG13A_YEAST;sp|P0CX68|YL11A_YEAST;sp|P47099|YJ12A_YEAST;sp|P0CX69|YM14A_YEAST;sp|P0CX76|YM12A_YEAST;sp|Q12217|YB12A_YEAST;sp|P0CX70|YD15A_YEAST;sp|Q03856|YD11A_YEAST;sp|P0CX73|YP11A_YEAST;sp|P0CX72|YL12A_YEAST;sp|P0CX60|YP13A_YEAST;sp|P0CX58|YP12A_YEAST;sp|P0CX57|YA11A_YEAST;sp|Q04706|YM11A_YEAST;sp|P0C2I8|YL14A_YEAST;sp|O74302|YD13A_YEAST;sp|Q12441|YD12A_YEAST;sp|P0CX59|YO12A_YEAST;sp|Q12485|YG12A_YEAST;sp|Q6Q5H1|YP14A_YEAST;sp|Q12085|YG11A_YEAST;sp|Q12470|YN12A_YEAST;sp|Q92392|YO11A_YEAST;sp|Q12273|YO11B_YEAST;sp|Q99337|YN12B_YEAST;sp|Q12266|YB11A_YEAST;sp|Q04214|YM13B_YEAST;sp|Q12490|YB11B_YEAST;sp|Q04215|YM13A_YEAST;sp|Q12112|YN11B_YEAST;sp|Q03964|YD17A_YEAST;sp|Q12391|YN11A_YEAST","conditionB-conditionA",77.9266874825536,0,1.10444764498563,0,"YEAST","1","-1"
"128","sp|P0CX56|RS18B_YEAST;sp|P0CX55|RS18A_YEAST","conditionB-conditionA",76.8852811642101,0,-0.850733895333969,0,"YEAST","1","-1"
"129","sp|Q12117|MRH1_YEAST","conditionB-conditionA",127.208269390365,0,-1.10449076738681,0,"YEAST","1","-1"
"130","sp|P0A7S9|RS13_ECOLI","conditionB-conditionA",Inf,0,-2.06100046962627,0,"ECOLI","1","2"
"131","sp|P38972|PUR4_YEAST","conditionB-conditionA",132.902509734322,0,1.08414749768854,0,"YEAST","1","-1"
"132","sp|P0C2H7|RL27B_YEAST;sp|P0C2H6|RL27A_YEAST","conditionB-conditionA",79.3696020207603,0,-0.972963497852803,0,"YEAST","1","-1"
"133","sp|P27616|PUR7_YEAST","conditionB-conditionA",135.366748773093,0,0.936902470674168,0,"YEAST","1","-1"
"134","sp|P32582|CBS_YEAST","conditionB-conditionA",131.084680905066,0,0.98537165494745,0,"YEAST","1","-1"
"135","sp|P04147|PABP_YEAST","conditionB-conditionA",Inf,0,1.04693803666429,0,"YEAST","1","-1"
"136","sp|P19882|HSP60_YEAST","conditionB-conditionA",Inf,0,0.955641313382671,0,"YEAST","1","-1"
"137","sp|P39325|YTFQ_ECOLI","conditionB-conditionA",122.024810285009,0,1.23009516804101,0,"ECOLI","1","2"
"138","sp|Q02326|RL6A_YEAST","conditionB-conditionA",115.895225025148,0,1.02869563382392,0,"YEAST","1","-1"
"139","sp|P05737|RL7A_YEAST","conditionB-conditionA",Inf,0,0.946131896025456,0,"YEAST","1","-1"
"140","sp|P0AEX9|MALE_ECOLI","conditionB-conditionA",Inf,0,-2.08201998170338,0,"ECOLI","1","2"
"141","sp|P14126|RL3_YEAST","conditionB-conditionA",Inf,0,0.972440007900971,0,"YEAST","1","-1"
"142","sp|P62399|RL5_ECOLI","conditionB-conditionA",Inf,0,-2.7648353315731,0,"ECOLI","1","2"
"143","sp|P32527|ZUO1_YEAST","conditionB-conditionA",Inf,0,1.18748214968429,0,"YEAST","1","-1"
"144","sp|P05739|RL6B_YEAST","conditionB-conditionA",128.945143910251,0,0.998526487669398,0,"YEAST","1","-1"
"145","sp|P0CX83|RL19B_YEAST;sp|P0CX82|RL19A_YEAST","conditionB-conditionA",76.9718077702703,0,0.834629204608618,0,"YEAST","1","-1"
"146","sp|P06738|PHSG_YEAST","conditionB-conditionA",126.220527926207,0,1.4097304808748,0,"YEAST","1","-1"
"147","sp|Q12230|LSP1_YEAST","conditionB-conditionA",Inf,0,0.836587438758896,0,"YEAST","1","-1"
"148","sp|P36683|ACNB_ECOLI","conditionB-conditionA",Inf,0,-2.87521432179186,0,"ECOLI","1","2"
"149","sp|P00360|G3P1_YEAST","conditionB-conditionA",Inf,0,-0.917339410667168,0,"YEAST","1","-1"
"150","sp|Q08245|ZEO1_YEAST","conditionB-conditionA",122.182090874849,0,-0.865101619113362,0,"YEAST","1","-1"
"151","sp|P48570|HOSC_YEAST","conditionB-conditionA",104.985374440705,0,-1.10795424237359,0,"YEAST","1","-1"
"152","sp|P38013|AHP1_YEAST","conditionB-conditionA",Inf,0,-0.872184250957368,0,"YEAST","1","-1"
"153","sp|P41805|RL10_YEAST","conditionB-conditionA",120.13743818418,0,0.803693104977128,0,"YEAST","1","-1"
"154","sp|Q05016|YM71_YEAST","conditionB-conditionA",128.205957805035,0,1.15447749981793,0,"YEAST","1","-1"
"155","sp|P22137|CLH_YEAST","conditionB-conditionA",Inf,0,1.71272650466704,0,"YEAST","1","-1"
"156","sp|P29509|TRXB1_YEAST;sp|P38816|TRXB2_YEAST","conditionB-conditionA",78.7645444160914,0,-1.13075409126425,0,"YEAST","1","-1"
"157","sp|P15180|SYKC_YEAST","conditionB-conditionA",Inf,0,1.22419750408666,0,"YEAST","1","-1"
"158","sp|P07806|SYV_YEAST","conditionB-conditionA",Inf,0,1.31370225382578,0,"YEAST","1","-1"
"159","sp|P41940|MPG1_YEAST","conditionB-conditionA",Inf,0,1.01649536282669,0,"YEAST","1","-1"
"160","sp|P0A862|TPX_ECOLI","conditionB-conditionA",Inf,0,-2.53169915587888,0,"ECOLI","1","2"
"161","sp|Q01855|RS15_YEAST","conditionB-conditionA",124.448163463742,0,1.094827484809,0,"YEAST","1","-1"
"162","sp|P02359|RS7_ECOLI","conditionB-conditionA",Inf,0,-2.80476778008621,0,"ECOLI","1","2"
"163","sp|P0ABB0|ATPA_ECOLI","conditionB-conditionA",Inf,0,-2.82309863680392,0,"ECOLI","1","2"
"164","sp|P19097|FAS2_YEAST","conditionB-conditionA",Inf,0,1.2712224132494,0,"YEAST","1","-1"
"165","sp|P0A9Y6|CSPC_ECOLI","conditionB-conditionA",118.500610391433,0,-1.99779428880881,0,"ECOLI","1","2"
"166","sp|P0CX46|RL2B_YEAST;sp|P0CX45|RL2A_YEAST","conditionB-conditionA",76.5127683046907,0,-0.964102126140396,0,"YEAST","1","-1"
"167","sp|P33330|SERC_YEAST","conditionB-conditionA",106.141286506155,0,1.45131206466162,0,"YEAST","1","-1"
"168","sp|Q04894|ADH6_YEAST","conditionB-conditionA",Inf,0,2.24745397745706,0,"YEAST","1","-1"
"169","sp|P24280|SEC14_YEAST","conditionB-conditionA",114.460217955894,0,1.20284024540101,0,"YEAST","1","-1"
"170","sp|P10081|IF4A_YEAST","conditionB-conditionA",Inf,0,0.879185044567762,0,"YEAST","1","-1"
"171","sp|P13663|DHAS_YEAST","conditionB-conditionA",Inf,0,1.70698330248293,0,"YEAST","1","-1"
"172","sp|Q12305|RDL1_YEAST","conditionB-conditionA",118.717218083805,0,1.36482889672756,0,"YEAST","1","-1"
"173","sp|P0A6F5|CH60_ECOLI","conditionB-conditionA",104.449463387222,0,1.72198729631098,0,"ECOLI","1","2"
"174","sp|P02557|TBB_YEAST","conditionB-conditionA",116.325111751798,0,1.1740935130662,0,"YEAST","1","-1"
"175","sp|Q04947|RTN1_YEAST","conditionB-conditionA",108.37747934814,0,1.71892856820553,0,"YEAST","1","-1"
"176","sp|P0A6P1|EFTS_ECOLI","conditionB-conditionA",105.312251920605,0,-2.44792597933524,0,"ECOLI","1","2"
"177","sp|P36010|NDK_YEAST","conditionB-conditionA",126.884354728167,0,1.36054770665411,0,"YEAST","1","-1"
"178","sp|P41277|GPP1_YEAST","conditionB-conditionA",131.240846193052,0,0.851882260284066,0,"YEAST","1","-1"
"179","sp|P17695|GLRX2_YEAST","conditionB-conditionA",103.619929015441,0,-0.784005467805843,0,"YEAST","1","-1"
"180","sp|P0A7J3|RL10_ECOLI","conditionB-conditionA",Inf,0,-2.38065142420379,0,"ECOLI","1","2"
"181","sp|P00445|SODC_YEAST","conditionB-conditionA",112.369696021758,0,-0.803512604954346,0,"YEAST","1","-1"
"182","sp|P37769|KDUD_ECOLI","conditionB-conditionA",Inf,0,-2.98557532459481,0,"ECOLI","1","2"
"183","sp|P38791|DHYS_YEAST","conditionB-conditionA",Inf,0,1.41525885561017,0,"YEAST","1","-1"
"184","sp|P32861|UGPA1_YEAST","conditionB-conditionA",Inf,0,1.37022704875928,0,"YEAST","1","-1"
"185","sp|P0CX50|RL18B_YEAST;sp|P0CX49|RL18A_YEAST","conditionB-conditionA",Inf,0,1.70558775057929,0,"YEAST","1","-1"
"186","sp|Q3E841|YN034_YEAST","conditionB-conditionA",96.7130712775017,0,0.985024053790978,0,"YEAST","1","-1"
"187","sp|P54115|ALDH6_YEAST","conditionB-conditionA",Inf,0,-0.843174587340513,0,"YEAST","1","-1"
"188","sp|P0CX30|RS23B_YEAST;sp|P0CX29|RS23A_YEAST","conditionB-conditionA",Inf,0,1.06193475538667,0,"YEAST","1","-1"
"189","sp|P53090|ARO8_YEAST","conditionB-conditionA",119.585061442307,0,1.73967455362998,0,"YEAST","1","-1"
"190","sp|P26785|RL16B_YEAST","conditionB-conditionA",106.376203589652,0,-0.936302399334084,0,"YEAST","1","-1"
"191","sp|P38219|OLA1_YEAST","conditionB-conditionA",118.473905285059,0,1.26014794282626,0,"YEAST","1","-1"
"192","sp|P05744|RL33A_YEAST","conditionB-conditionA",109.210583389525,0,1.04585032635335,0,"YEAST","1","-1"
"193","sp|P26784|RL16A_YEAST","conditionB-conditionA",109.938486283575,0,-0.848191003054088,0,"YEAST","1","-1"
"194","sp|Q12460|NOP56_YEAST","conditionB-conditionA",116.317986811408,0,1.84875642158474,0,"YEAST","1","-1"
"195","sp|Q03558|OYE2_YEAST","conditionB-conditionA",Inf,0,1.36821401969518,0,"YEAST","1","-1"
"196","sp|P23254|TKT1_YEAST","conditionB-conditionA",Inf,0,1.24990431479575,0,"YEAST","1","-1"
"197","sp|P35691|TCTP_YEAST","conditionB-conditionA",109.860646759819,0,1.13914451577159,0,"YEAST","1","-1"
"198","sp|P24000|RL24B_YEAST","conditionB-conditionA",112.385474794309,0,-1.01341615661982,0,"YEAST","1","-1"
"199","sp|P26637|SYLC_YEAST","conditionB-conditionA",106.59889546069,0,1.09539119425121,0,"YEAST","1","-1"
"200","sp|P07170|KAD2_YEAST","conditionB-conditionA",114.419327413255,0,1.05619852423057,0,"YEAST","1","-1"
"201","sp|P05694|METE_YEAST","conditionB-conditionA",Inf,0,1.54905128871158,0,"YEAST","1","-1"
"202","sp|P28834|IDH1_YEAST","conditionB-conditionA",Inf,0,2.40083551574474,0,"YEAST","1","-1"
